Image Name,Ingredients,Instructions
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_17.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_18.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_19.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_20.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_21.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_22.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_23.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_24.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_25.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_26.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_27.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_28.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_29.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_30.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_31.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_32.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_33.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_34.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_35.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_36.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_37.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_38.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_39.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_40.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_41.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_42.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_43.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_44.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_45.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_46.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_47.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_48.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
C:\Users\Anjel\Downloads\Filipino_Dishes_Images\Chicharon_Bulaklak\Chicharon_Bulaklak_image_49.jpg,2 lbs. ruffle fat; 1 tablespoon whole peppercorn; 5 dried bay leaves; 2 ½ tablespoons sea salt; 4 cups canola oil; 6 cups water,"Arrange the ruffle fat, whole peppercorn, 2 tablespoons salt, and bay leaves in a cooking pot. Pour-in water. Let boil. Cover and then simmer for 1 hour. Turn the heat off. Remove the boiled ruffle fat from the pot and then let the water drip-off. Rub the remaining salt all over the ruffled fat. Set aside. Meanwhile, heat the cooking oil in a deep fryer or a deep cooking pot. When the oil gets hot, slowly add-in the ruffled fat. Deep fry in low to medium heat until the texture becomes crisp and the color turns medium brown. Remove from the deep fryer or cooking pot. Arrange in a plate lined with paper towels to absorb the oil. Serve with spiced vinegar. Share and enjoy!"
